# Program:featureCounts v2.0.0; Command:"featureCounts" "-T" "2" "-t" "gene" "-g" "gene_id" "-a" "/mnt/d/rna_seq/gtf/Oryza_sativa.IRGSP-1.0.50.chr.gtf" "-o" "counts.txt" "-M" "SRR12073954.bam" "SRR12073955.bam" "SRR12073956.bam" "SRR12073957.bam" "SRR12073958.bam" "SRR12073959.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR12073954.bam	SRR12073955.bam	SRR12073956.bam	SRR12073957.bam	SRR12073958.bam	SRR12073959.bam
Os01g0310032	1	11624254	11624835	-	582	7	3	9	0	0	0
Os01g0310100	1	11625271	11637356	-	12086	1181	1315	903	894	914	1134
Os01g0310500	1	11655138	11666398	+	11261	578	471	500	287	277	270
Os01g0310550	1	11665735	11666894	-	1160	3	3	0	2	0	0
Os01g0310600	1	11667261	11667683	-	423	3	3	0	0	1	0
Os01g0310700	1	11670153	11670582	+	430	0	0	0	0	0	0
Os01g0310800	1	11677483	11681874	+	4392	353	331	248	199	216	210
Os01g0311100	1	11686442	11687191	+	750	12	2	21	2	1	2
Os01g0311300	1	11688361	11689046	-	686	0	0	0	0	0	0
Os01g0311400	1	11690379	11690975	+	597	99	99	88	138	118	95
Os01g0311500	1	11693812	11699838	+	6027	527	490	450	311	268	333
Os01g0311600	1	11703247	11704653	-	1407	21	6	31	5	0	1
Os01g0311700	1	11713650	11714674	+	1025	0	0	1	0	0	0
Os01g0311800	1	11715268	11717784	-	2517	2	4	5	16	5	1
Os01g0312500	1	11741908	11750685	+	8778	6	17	5	0	1	4
Os01g0312600	1	11742340	11750448	-	8109	0	0	0	0	0	0
Os01g0312800	1	11756949	11759565	+	2617	2	1	0	0	0	0
Os01g0313050	1	11757105	11759216	-	2112	0	0	0	0	0	0
Os01g0313300	1	11783910	11784899	+	990	1402	1213	1153	605	787	683
Os01g0313600	1	11793851	11795359	-	1509	10	24	37	5	5	6
Os01g0314000	1	11800240	11803815	-	3576	62	65	73	82	80	44
Os01g0314100	1	11804161	11809029	-	4869	1015	1307	1205	936	1061	921
Os01g0314300	1	11812190	11815785	-	3596	1121	1375	1507	649	690	742
Os01g0314600	1	11848194	11852000	+	3807	0	0	0	0	0	0
Os01g0314800	1	11863682	11864412	-	731	1976	1689	1306	1897	1602	1499
Os01g0315600	1	11897584	11902407	+	4824	30	42	40	6	6	11
Os01g0315700	1	11906167	11906868	+	702	37	66	86	13	12	35
Os01g0315800	1	11906864	11910915	-	4052	467	455	358	460	394	345
Os01g0315850	1	11907260	11910774	+	3515	0	0	0	0	0	0
Os01g0316001	1	11939917	11943540	+	3624	0	0	0	0	0	0
Os01g0316100	1	11944340	11945793	-	1454	4	0	1	2	1	9
Os01g0316500	1	11953342	11955432	-	2091	551	627	486	502	470	511
Os01g0316600	1	11958911	11964676	+	5766	2173	2378	1692	2827	2661	2651
Os01g0316800	1	11970752	11972299	+	1548	955	1018	1076	459	585	552
Os01g0316900	1	11974217	11981782	+	7566	294	318	214	316	322	242
Os01g0317125	1	11977716	11981576	-	3861	0	0	0	0	0	0
Os01g0317500	1	12031970	12032254	+	285	16	22	34	1	9	7
Os01g0317800	1	12067684	12068949	+	1266	375	352	489	175	219	169
Os01g0318000	1	12074526	12075088	+	563	0	0	0	0	0	0
Os01g0318201	1	12078156	12078670	-	515	0	0	0	0	0	2
Os01g0318202	1	12091637	12093705	-	2069	208	259	280	67	105	92
Os01g0318400	1	12092783	12093601	+	819	0	0	0	0	0	0
Os01g0318600	1	12106488	12110603	-	4116	73	56	45	81	58	65
Os01g0318700	1	12108871	12110713	+	1843	0	0	0	0	0	0
Os01g0319000	1	12117107	12123026	+	5920	7	25	9	13	18	18
Os01g0319066	1	12117811	12122730	-	4920	0	0	0	0	0	0
Os01g0319200	1	12129716	12131035	-	1320	15	10	15	8	0	4
Os01g0319400	1	12157459	12161767	-	4309	0	1	0	0	0	0
Os01g0320400	1	12203402	12204078	-	677	0	0	0	0	0	0
Os01g0320700	1	12214028	12214637	+	610	0	0	0	0	0	0
Os01g0321300	1	12235589	12248125	-	12537	772	690	627	362	482	443
Os01g0321500	1	12248641	12249394	-	754	0	0	0	0	0	0
Os01g0321700	1	12258138	12263046	-	4909	587	821	670	304	288	389
Os01g0321800	1	12264911	12269038	+	4128	167	170	173	133	116	112
Os01g0321900	1	12279993	12280517	-	525	0	0	0	0	0	0
Os01g0322300	1	12291766	12292395	-	630	120	152	80	103	124	76
Os01g0322700	1	12301586	12302556	+	971	25	12	10	1	2	1
Os01g0322800	1	12303210	12309435	-	6226	357	342	326	196	270	214
Os01g0323000	1	12326546	12331707	+	5162	1204	1192	836	368	457	539
Os01g0323100	1	12332795	12337225	-	4431	387	289	533	244	191	274
Os01g0323300	1	12344403	12350966	+	6564	130	162	55	64	46	75
Os01g0323500	1	12351672	12353063	-	1392	0	2	0	3	6	0
Os01g0323600	1	12363841	12366314	-	2474	62	83	43	42	29	36
Os01g0323775	1	12363862	12365491	+	1630	0	0	0	0	0	0
Os01g0323950	1	12371544	12376437	-	4894	10	14	6	62	18	27
Os01g0324400	1	12403525	12408003	-	4479	56	106	146	28	41	43
Os01g0326000	1	12499923	12504209	+	4287	962	444	469	445	535	485
Os01g0326100	1	12509590	12511125	+	1536	0	0	0	0	0	0
Os01g0326300	1	12517993	12519238	+	1246	57	31	17	46	44	33
Os01g0327000	1	12551333	12557268	+	5936	42	24	26	8	7	8
Os01g0327100	1	12564283	12570030	+	5748	0	0	0	0	0	0
Os01g0327250	1	12564382	12569579	-	5198	0	0	0	0	0	0
Os01g0327400	1	12578189	12582256	+	4068	28	80	59	15	14	28
Os01g0327500	1	12582768	12583460	-	693	35	55	45	24	48	26
Os01g0327600	1	12584827	12594761	-	9935	507	622	397	312	252	318
Os01g0327900	1	12615286	12617245	-	1960	299	281	294	251	229	146
Os01g0328300	1	12636445	12640675	-	4231	232	258	166	187	233	197
Os01g0328400	1	12645608	12646401	-	794	2684	3655	3468	1727	2121	1997
Os01g0328500	1	12646586	12650012	+	3427	325	439	463	237	245	240
Os01g0328600	1	12650573	12654287	+	3715	359	404	339	143	181	186
Os01g0328700	1	12655016	12658349	-	3334	1548	1826	1719	1124	1093	1149
Os01g0328900	1	12667369	12672739	-	5371	209	210	157	110	86	83
Os01g0329000	1	12677044	12683455	-	6412	5	2	12	0	1	2
Os01g0329075	1	12677372	12683262	+	5891	0	0	0	0	0	0
Os01g0329150	1	12696476	12696689	-	214	0	0	0	0	0	0
ENSRNA049472779	1	12696500	12696689	-	190	0	0	0	0	0	0
Os01g0329300	1	12701744	12704532	+	2789	0	0	0	0	0	0
Os01g0329350	1	12702583	12704246	-	1664	0	0	0	0	0	0
Os01g0329400	1	12704756	12709781	-	5026	1193	1154	618	2199	1627	1168
Os01g0329800	1	12725141	12731526	+	6386	706	777	601	632	574	546
Os01g0329900	1	12734098	12738081	+	3984	23	59	37	4	1	2
Os01g0330001	1	12735654	12735854	-	201	0	0	0	0	0	0
Os01g0330100	1	12742212	12745509	+	3298	217	254	151	139	208	156
Os01g0330200	1	12745559	12747074	-	1516	0	0	0	0	3	0
Os01g0330650	1	12762695	12765301	+	2607	0	0	0	0	0	0
Os01g0331100	1	12804579	12810204	+	5626	47	82	88	22	23	14
Os01g0331500	1	12808477	12808654	-	178	0	0	0	0	0	0
Os01g0331900	1	12848923	12853398	+	4476	626	605	763	272	306	387
Os01g0332002	1	12860155	12860298	+	144	0	1	0	2	0	0
Os01g0332100	1	12870240	12874218	+	3979	389	326	229	465	429	277
Os01g0332150	1	12870691	12873687	-	2997	0	0	0	0	0	0
Os01g0332200	1	12875498	12885479	-	9982	10	27	5	23	32	28
Os01g0332500	1	12896359	12915380	+	19022	20	45	24	6	0	7
Os01g0332700	1	12909372	12909833	-	462	0	0	0	0	0	0
Os01g0332800	1	12915334	12919209	-	3876	12	24	23	1	9	3
Os01g0332900	1	12921581	12924616	-	3036	1174	1330	1573	740	707	901
ENSRNA049472737	1	12922242	12922330	-	89	0	0	0	0	0	0
ENSRNA049472772	1	12922867	12922964	-	98	0	0	0	0	0	0
ENSRNA049472768	1	12923086	12923182	-	97	0	0	0	0	0	0
Os01g0333001	1	12924255	12925541	+	1287	7	8	1	0	3	0
Os01g0333600	1	12980585	12982781	+	2197	43	31	89	6	11	7
Os01g0335600	1	13140037	13141283	+	1247	2	3	3	4	8	14
Os01g0335700	1	13142060	13144941	-	2882	101	133	86	89	129	131
ENSRNA049472788	1	13160777	13160900	+	124	0	0	0	0	0	0
Os01g0336300	1	13170797	13171929	-	1133	0	0	1	0	0	0
Os01g0337160	1	13198486	13199578	-	1093	0	1	0	0	0	0
Os01g0337180	1	13198639	13199062	+	424	0	0	0	0	0	0
Os01g0337100	1	13211987	13218563	+	6577	0	2	0	0	0	0
Os01g0337500	1	13237248	13246058	+	8811	29	51	8	13	16	21
Os01g0337600	1	13246387	13262228	-	15842	1747	1635	1222	1319	1290	1436
Os01g0337700	1	13264930	13268354	+	3425	66	87	75	66	40	56
Os01g0337900	1	13272614	13282008	+	9395	1054	1180	958	915	783	748
Os01g0338000	1	13286103	13288444	+	2342	995	1011	962	485	519	590
Os01g0338150	1	13291338	13294921	-	3584	103	94	93	97	111	101
Os01g0338100	1	13291658	13294473	+	2816	0	0	0	0	0	0
Os01g0338200	1	13296370	13305252	+	8883	749	812	664	519	487	566
Os01g0338401	1	13311601	13317220	-	5620	0	0	0	0	0	0
Os01g0338600	1	13319295	13323798	-	4504	218	320	251	90	146	125
Os01g0339001	1	13321102	13321852	+	751	0	0	0	0	0	0
Os01g0339400	1	13342128	13342490	+	363	20	28	25	4	10	5
Os01g0339500	1	13342969	13345864	-	2896	145	126	168	171	130	132
Os01g0339600	1	13344958	13348414	+	3457	70	26	53	45	52	17
Os01g0339851	1	13350181	13350781	+	601	0	0	0	0	0	0
Os01g0339900	1	13353629	13357499	+	3871	71	83	56	35	30	19
Os01g0339950	1	13355416	13358592	-	3177	0	0	0	0	0	0
Os01g0340100	1	13363638	13364930	+	1293	4	3	0	8	1	0
Os01g0340400	1	13373620	13374471	+	852	0	0	0	0	0	0
Os01g0340600	1	13396264	13397109	-	846	0	0	0	0	0	0
Os01g0340801	1	13397235	13401925	+	4691	8	0	0	0	2	0
Os01g0341000	1	13422910	13424625	-	1716	22	19	35	1	4	0
Os01g0341200	1	13437009	13438567	-	1559	6	6	16	0	1	3
Os01g0341300	1	13442503	13443528	+	1026	0	0	0	0	0	0
Os01g0341750	1	13487892	13506871	-	18980	7	2	0	6	1	0
Os01g0342500	1	13508323	13508882	-	560	41	43	36	33	34	46
Os01g0342750	1	13524554	13528480	+	3927	159	158	67	141	164	149
Os01g0342800	1	13531040	13531777	-	738	35	50	70	52	48	37
Os01g0342900	1	13539772	13541921	+	2150	0	0	0	0	0	0
Os01g0343001	1	13540185	13541690	-	1506	0	0	0	0	0	0
Os01g0343100	1	13550372	13556984	+	6613	0	0	0	0	0	0
Os01g0343200	1	13560832	13566871	+	6040	461	553	536	274	348	413
Os01g0343300	1	13570702	13573119	+	2418	380	379	281	376	400	402
Os01g0343350	1	13572351	13572654	-	304	0	0	0	0	0	0
Os01g0343400	1	13580715	13581665	+	951	4	0	0	0	0	0
Os01g0343500	1	13582038	13584915	-	2878	12	5	13	4	6	9
Os01g0343780	1	13584186	13584856	+	671	0	0	0	0	0	0
Os01g0344620	1	13608184	13614290	-	6107	0	0	0	0	0	0
Os01g0346400	1	13642909	13644537	-	1629	0	0	0	0	0	0
Os01g0346250	1	13770746	13772078	+	1333	27	12	53	9	15	20
Os01g0346600	1	13775186	13776654	+	1469	65	55	92	23	25	30
Os01g0346700	1	13778764	13779786	-	1023	206	182	217	171	192	121
Os01g0347000	1	13794854	13799906	+	5053	80	102	34	117	105	104
Os01g0347100	1	13799955	13804764	-	4810	340	372	436	301	230	251
Os01g0347150	1	13803508	13804502	+	995	0	0	0	0	0	0
Os01g0347200	1	13807525	13809820	-	2296	40	12	38	3	5	30
Os01g0347300	1	13815140	13817056	+	1917	2	6	0	0	0	0
Os01g0347500	1	13838790	13839085	-	296	0	0	0	0	0	0
Os01g0347600	1	13842272	13843744	+	1473	0	0	1	0	0	0
Os01g0348000	1	13859456	13859751	+	296	0	0	0	0	0	0
Os01g0348600	1	13887272	13893184	+	5913	2285	2644	2030	1432	1428	1547
Os01g0348700	1	13896299	13898120	+	1822	1869	2956	3216	1148	1500	1477
ENSRNA049472760	1	13896653	13896740	+	88	0	0	0	0	0	0
ENSRNA049472690	1	13896826	13896892	+	67	0	0	0	0	0	0
Os01g0348800	1	13899523	13900729	-	1207	1	6	0	27	5	4
Os01g0348900	1	13903285	13904626	-	1342	427	1159	354	726	848	420
Os01g0349000	1	13911234	13912822	-	1589	0	0	0	0	0	0
Os01g0349400	1	13922501	13927453	-	4953	615	619	558	418	575	440
Os01g0349600	1	13934496	13935854	+	1359	0	0	0	0	0	0
Os01g0349800	1	13941318	13944605	+	3288	10	7	8	2	0	0
Os01g0350000	1	13957514	13959224	+	1711	0	0	4	0	0	0
Os01g0350100	1	13978048	13979525	-	1478	120	122	96	156	101	73
Os01g0350300	1	13980666	13983744	-	3079	289	278	186	319	264	161
Os01g0350500	1	13986495	13988740	-	2246	0	5	0	0	0	0
Os01g0350900	1	14012515	14019465	+	6951	5060	5542	4813	2316	2748	2776
Os01g0351100	1	14036461	14040808	+	4348	55	47	53	18	37	15
Os01g0351200	1	14047844	14054909	+	7066	79	81	59	34	64	19
Os01g0351300	1	14059603	14064199	+	4597	620	647	575	309	324	309
Os01g0351500	1	14068832	14069563	-	732	0	0	0	0	0	0
Os01g0351800	1	14077661	14080700	+	3040	113	94	95	33	61	71
Os01g0352100	1	14101994	14108083	+	6090	18	20	9	19	6	13
Os01g0352200	1	14102045	14102764	-	720	0	0	0	0	0	0
ENSRNA049472807	1	14130484	14130664	+	181	0	0	0	0	0	0
Os01g0352751	1	14144925	14145049	+	125	0	0	0	0	0	0
Os01g0353400	1	14167662	14168570	+	909	0	0	0	0	0	0
Os01g0353501	1	14167663	14168485	-	823	0	0	0	0	0	0
Os01g0353600	1	14171226	14175788	+	4563	0	0	0	0	0	0
Os01g0353633	1	14174019	14174501	-	483	0	0	0	0	0	0
Os01g0353900	1	14197332	14199513	+	2182	0	0	0	0	1	0
Os01g0354175	1	14224319	14224915	+	597	0	0	0	0	0	0
Os01g0354200	1	14224921	14233645	-	8725	81	106	96	70	27	43
Os01g0354450	1	14229224	14230079	-	856	0	0	0	0	0	0
Os01g0354700	1	14252929	14256623	+	3695	48	71	71	20	34	28
Os01g0355100	1	14264078	14267208	+	3131	5	3	12	5	2	1
Os01g0355175	1	14264762	14267043	-	2282	0	0	0	0	0	0
Os01g0355250	1	14280966	14282033	+	1068	0	0	0	0	0	0
Os01g0355400	1	14290376	14290915	+	540	0	0	0	0	0	0
Os01g0355500	1	14292115	14303191	-	11077	619	663	560	485	447	521
Os01g0355600	1	14308159	14316509	+	8351	1538	1387	907	739	802	860
Os01g0355700	1	14318283	14319789	-	1507	0	0	0	0	0	0
Os01g0355800	1	14326183	14327100	+	918	0	0	0	0	0	0
Os01g0355900	1	14328827	14333206	-	4380	700	793	615	588	613	650
Os01g0356400	1	14340326	14357449	-	17124	3053	2976	2511	1959	1718	1709
Os01g0356450	1	14377090	14377957	-	868	0	0	0	0	0	0
Os01g0356500	1	14391999	14398598	-	6600	348	366	234	234	212	228
Os01g0356800	1	14414670	14435665	+	20996	17203	20322	12175	10035	13463	17317
Os01g0356900	1	14437890	14439688	-	1799	0	3	1	0	0	0
Os01g0356951	1	14444478	14445110	+	633	0	0	0	0	0	0
Os01g0357100	1	14446913	14453454	+	6542	6	3	2	0	2	7
Os01g0357150	1	14447341	14453462	-	6122	0	0	0	0	0	0
Os01g0357200	1	14453690	14454549	+	860	2	6	4	2	1	2
ENSRNA049442424	1	14454630	14454702	+	73	0	0	0	0	0	0
Os01g0357400	1	14459951	14461690	+	1740	0	6	0	1	0	0
Os01g0357500	1	14462311	14462787	+	477	0	0	0	0	0	0
Os01g0357800	1	14471243	14476738	+	5496	941	843	795	596	492	695
Os01g0357900	1	14480825	14481553	-	729	329	240	372	75	69	74
Os01g0358100	1	14486394	14487138	-	745	15	31	8	0	0	0
Os01g0358300	1	14506676	14513133	-	6458	112	132	102	53	60	75
Os01g0358400	1	14513332	14515250	+	1919	38	63	59	27	37	28
Os01g0358551	1	14513995	14515154	-	1160	0	0	0	0	0	0
Os01g0358700	1	14529887	14531604	-	1718	4	2	4	3	0	6
Os01g0358800	1	14544114	14544749	+	636	0	0	0	0	0	0
Os01g0358900	1	14545123	14545507	-	385	0	0	0	0	0	0
Os01g0359400	1	14576601	14581963	-	5363	8	1	2	0	0	0
Os01g0359600	1	14587756	14591782	-	4027	49	52	30	25	15	38
Os01g0359800	1	14599119	14603058	-	3940	61	57	28	16	9	24
Os01g0360100	1	14608644	14613681	-	5038	20	42	4	14	3	3
Os01g0360150	1	14611322	14611896	+	575	0	0	0	0	0	0
Os01g0360200	1	14621368	14627934	-	6567	45	49	17	33	27	31
Os01g0360333	1	14621567	14626552	+	4986	0	0	0	0	0	0
Os01g0360600	1	14679306	14683391	-	4086	504	591	644	389	359	347
Os01g0361000	1	14702436	14705998	-	3563	1076	1100	1219	716	778	686
Os01g0361500	1	14732018	14738430	-	6413	144	157	98	231	254	198
Os01g0361700	1	14742684	14743148	-	465	6	11	4	0	6	5
Os01g0361800	1	14744917	14748525	+	3609	143	120	133	75	109	100
Os01g0362000	1	14752203	14754630	+	2428	264	281	287	179	169	159
Os01g0362100	1	14754835	14764507	-	9673	331	429	272	459	362	451
Os01g0362400	1	14769271	14769881	+	611	62	73	64	47	39	67
Os01g0362533	1	14770806	14771426	+	621	1	0	1	1	2	3
Os01g0362800	1	14783393	14785500	-	2108	0	0	0	0	0	0
Os01g0363000	1	14789737	14790461	+	725	0	0	0	0	1	0
Os01g0363300	1	14793093	14797054	+	3962	431	485	424	406	479	391
ENSRNA049450965	1	14797348	14797428	-	81	0	0	0	2	0	0
Os01g0363500	1	14798822	14803608	+	4787	856	814	767	932	784	836
Os01g0363600	1	14802807	14804515	-	1709	27	40	53	44	37	32
Os01g0363900	1	14809676	14821941	+	12266	2124	2412	1544	1078	1241	1448
Os01g0363950	1	14810002	14812108	-	2107	0	0	0	0	0	0
Os01g0364000	1	14823230	14825669	-	2440	72	57	78	25	55	71
Os01g0364100	1	14825133	14828267	+	3135	40	56	26	24	36	34
Os01g0364400	1	14856256	14878542	-	22287	20	16	19	4	10	14
Os01g0364412	1	14856428	14858011	+	1584	0	0	0	0	0	0
Os01g0364450	1	14879651	14880271	-	621	4	0	1	1	7	4
Os01g0364800	1	14892931	14898978	+	6048	1	1	4	2	3	0
Os01g0364900	1	14900942	14902670	+	1729	18	27	8	9	14	25
Os01g0365000	1	14903885	14915751	-	11867	0	0	0	0	0	0
Os01g0365300	1	14924924	14927978	+	3055	2	6	0	0	0	0
Os01g0366100	1	14955728	14959343	+	3616	294	305	200	202	180	212
Os01g0366300	1	14964573	14968307	+	3735	20	7	18	9	6	1
Os01g0366400	1	14964599	14967775	-	3177	0	0	0	0	0	0
Os01g0366501	1	14970988	14973090	-	2103	0	0	0	0	0	0
Os01g0367100	1	14993204	14998103	-	4900	96	121	139	70	69	90
Os01g0367201	1	14993500	14996713	+	3214	0	0	0	0	0	0
Os01g0367300	1	15007028	15013275	-	6248	1551	1512	1504	943	987	1005
Os01g0367400	1	15019814	15023931	-	4118	92	64	35	36	22	35
Os01g0367450	1	15019896	15021709	+	1814	0	0	0	0	0	0
Os01g0367500	1	15027748	15032264	+	4517	0	0	0	0	0	5
Os01g0367700	1	15059450	15067522	+	8073	1280	1457	1409	980	862	888
Os01g0367900	1	15075863	15083305	-	7443	2312	2505	2053	1415	1206	1327
Os01g0368000	1	15085497	15086919	+	1423	4	5	4	1	0	4
Os01g0368500	1	15099900	15112071	+	12172	0	0	2	0	0	3
Os01g0368600	1	15113035	15113731	+	697	1	0	0	1	0	0
Os01g0368700	1	15118693	15119756	+	1064	0	2	0	0	0	0
Os01g0368900	1	15124631	15125396	+	766	16	19	14	79	12	50
Os01g0369000	1	15130898	15139459	-	8562	7350	7569	6160	3850	4338	4625
Os01g0369200	1	15146089	15152275	+	6187	178	208	256	154	102	124
Os01g0369300	1	15152302	15157185	-	4884	0	0	1	0	0	0
Os01g0369366	1	15152517	15153876	+	1360	0	0	0	0	0	0
Os01g0369500	1	15160442	15161605	+	1164	0	0	0	0	0	0
Os01g0369600	1	15161786	15165714	+	3929	442	398	349	248	271	245
Os01g0369700	1	15170441	15171859	-	1419	27	55	50	20	9	16
Os01g0369800	1	15170605	15171053	+	449	0	0	0	0	0	0
Os01g0369900	1	15185168	15188301	-	3134	0	0	0	0	0	0
Os01g0369950	1	15185336	15188091	+	2756	0	0	0	0	0	0
Os01g0370000	1	15192860	15195695	-	2836	20	8	5	3	8	13
Os01g0370200	1	15216825	15217959	-	1135	0	0	0	0	0	0
Os01g0370400	1	15217032	15217959	+	928	0	0	0	0	0	0
Os01g0370600	1	15234445	15234693	+	249	0	0	0	0	0	0
Os01g0370750	1	15258673	15260303	+	1631	0	0	0	0	0	0
Os01g0370900	1	15258848	15260219	-	1372	0	0	0	0	0	0
Os01g0371200	1	15281170	15283073	-	1904	60	20	42	68	50	31
Os01g0371300	1	15281380	15282975	+	1596	0	0	0	0	0	0
Os01g0371400	1	15289214	15291315	+	2102	0	0	0	0	0	0
Os01g0371500	1	15291669	15294409	+	2741	0	0	0	5	0	3
Os01g0372100	1	15328868	15332889	-	4022	692	528	437	462	671	489
Os01g0372350	1	15338118	15341480	+	3363	96	98	95	104	73	79
Os01g0372400	1	15344380	15345409	+	1030	0	0	0	0	0	0
Os01g0372450	1	15344449	15345323	-	875	0	0	0	0	0	0
Os01g0372500	1	15346352	15347941	-	1590	280	200	363	22	45	85
Os01g0372700	1	15356785	15360682	-	3898	172	171	217	61	137	96
Os01g0372866	1	15357072	15360597	+	3526	0	0	0	0	0	0
Os01g0373200	1	15382985	15385243	-	2259	35	61	24	13	21	15
Os01g0373400	1	15389760	15392040	-	2281	34	53	62	39	40	30
Os01g0373500	1	15393438	15395768	+	2331	7	1	4	0	0	4
Os01g0373700	1	15400221	15400863	-	643	2	0	0	0	0	0
Os01g0373800	1	15403221	15403783	-	563	0	0	0	0	0	0
Os01g0374000	1	15410788	15412081	+	1294	138	125	109	22	59	43
Os01g0374100	1	15411483	15411923	-	441	0	0	0	0	0	0
Os01g0374200	1	15418911	15421118	-	2208	20	9	9	5	0	5
Os01g0374501	1	15440625	15441473	-	849	1	0	0	5	0	1
Os01g0374600	1	15445662	15447633	+	1972	0	0	0	0	0	0
Os01g0374900	1	15453686	15457657	+	3972	288	315	315	237	196	203
Os01g0375000	1	15462065	15465895	-	3831	843	1198	975	597	632	565
Os01g0375100	1	15474284	15478322	-	4039	1221	1179	1039	988	923	1093
Os01g0375200	1	15479968	15493392	+	13425	946	968	875	623	522	634
Os01g0375500	1	15503196	15511423	+	8228	33	72	39	11	20	9
Os01g0376200	1	15542003	15542526	+	524	49	37	25	30	25	29
Os01g0376600	1	15562767	15563289	+	523	3	4	3	2	0	0
Os01g0376700	1	15568888	15573347	-	4460	510	474	445	310	339	267
Os01g0377000	1	15581833	15583686	-	1854	4	2	0	3	1	1
Os01g0377250	1	15582008	15582712	+	705	0	0	0	0	0	0
Os01g0377500	1	15618227	15624499	-	6273	857	834	837	683	607	629
Os01g0377700	1	15644974	15649392	+	4419	913	1096	901	770	694	655
Os01g0378100	1	15672663	15675607	-	2945	86	118	180	7	11	32
ENSRNA049472745	1	15717802	15717908	+	107	0	0	0	0	0	0
Os01g0379101	1	15760533	15763102	+	2570	21	24	28	1	5	12
Os01g0379400	1	15777377	15780996	+	3620	267	247	231	184	213	204
Os01g0379800	1	15798713	15802130	+	3418	33	69	39	13	31	17
Os01g0380800	1	15853158	15854437	+	1280	347	385	347	184	231	200
Os01g0381325	1	15882756	15883307	-	552	0	0	0	0	0	0
Os01g0382000	1	15934495	15935317	+	823	47	7	175	40	4	5
Os01g0382200	1	15948833	15953007	+	4175	14	54	45	1	7	6
Os01g0382400	1	15958748	15959497	-	750	489	432	818	44	28	70
Os01g0382450	1	15960361	15962152	-	1792	9	16	8	12	18	12
Os01g0382500	1	15966105	15967644	-	1540	0	0	0	0	0	0
Os01g0382700	1	15975326	15980519	+	5194	160	155	177	134	112	140
Os01g0382900	1	15992759	15996844	+	4086	286	278	238	233	189	185
Os01g0383001	1	15997945	15998841	-	897	6	4	11	11	16	20
Os01g0383100	1	16000688	16003329	-	2642	90	62	34	47	43	32
Os01g0383700	1	16046692	16056268	+	9577	1451	1405	948	693	620	806
Os01g0383900	1	16061947	16067655	+	5709	230	224	298	200	153	169
Os01g0384300	1	16086670	16088900	+	2231	41	67	51	40	45	17
Os01g0384375	1	16097450	16101605	+	4156	0	0	0	0	0	0
Os01g0384450	1	16101903	16104680	-	2778	16	40	17	10	6	3
Os01g0384800	1	16130515	16131331	+	817	22	44	28	40	46	18
Os01g0384901	1	16135873	16141845	+	5973	0	0	0	0	0	0
Os01g0385000	1	16136206	16141134	-	4929	0	0	0	0	0	0
Os01g0385400	1	16151562	16154044	-	2483	21	31	21	114	28	59
Os01g0386500	1	16224955	16226730	-	1776	37	60	54	57	62	59
Os01g0386600	1	16227573	16227890	+	318	157	174	148	75	99	85
Os01g0386700	1	16232158	16234453	+	2296	979	894	929	702	834	712
Os01g0387133	1	16279679	16280251	-	573	12	29	29	10	14	11
Os01g0387566	1	16315793	16318736	+	2944	169	162	109	90	107	99
Os01g0387865	1	16322731	16325678	+	2948	0	1	0	0	0	0
Os01g0388000	1	16325492	16327497	-	2006	70	75	65	16	34	43
Os01g0388101	1	16327940	16328374	-	435	0	4	0	2	0	0
Os01g0388200	1	16347484	16349469	-	1986	367	527	497	504	544	409
Os01g0388500	1	16385640	16389527	+	3888	772	948	894	481	656	620
Os01g0388700	1	16392304	16393382	-	1079	0	0	0	2	0	0
Os01g0389200	1	16415043	16416009	+	967	0	8	1	1	0	1
Os01g0389700	1	16435858	16436778	+	921	19	5	5	5	0	10
Os01g0390300	1	16468660	16479809	-	11150	203	214	254	165	165	151
Os01g0390400	1	16480398	16494334	+	13937	509	476	387	466	407	446
Os01g0390600	1	16495359	16503329	+	7971	141	103	78	119	100	94
Os01g0390900	1	16511620	16518660	-	7041	526	603	473	329	321	288
Os01g0391100	1	16536661	16542320	-	5660	4074	3697	2835	4988	4763	3554
Os01g0391500	1	16588798	16597542	+	8745	780	796	616	490	512	538
Os01g0391600	1	16609803	16613226	-	3424	9	17	10	14	7	7
Os01g0391800	1	16634082	16636357	-	2276	23	12	54	7	11	6
Os01g0391951	1	16641317	16641379	-	63	0	0	0	0	0	0
Os01g0392100	1	16659734	16664415	+	4682	90	148	106	53	98	74
Os01g0392600	1	16693961	16700566	+	6606	877	725	1114	391	512	683
Os01g0392800	1	16706252	16709603	+	3352	153	146	165	94	146	120
Os01g0393000	1	16716670	16719374	+	2705	559	604	657	650	449	511
Os01g0393100	1	16720752	16722617	-	1866	7270	6052	5435	3629	4986	5230
Os01g0393200	1	16721664	16722131	+	468	0	0	0	0	0	0
Os01g0393300	1	16730058	16731058	-	1001	57	85	125	58	62	49
Os01g0393400	1	16731979	16733411	+	1433	393	392	394	244	298	305
Os01g0495200	1	16928574	16929545	+	972	0	0	1	1	0	0
Os01g0495701	1	16980463	16981993	-	1531	65	54	65	30	24	8
Os01g0444100	1	16982700	16982963	+	264	0	4	0	0	0	0
Os01g0495900	1	17012671	17016236	+	3566	625	700	672	476	499	466
Os01g0496900	1	17066937	17070813	-	3877	393	447	470	313	258	318
